monthYear,month,levelCrookedLakeCount,levelCrookedLake,,rainfallFinal,rainfallFinal1,rainfallFinal2,rainfallFinal3,rainfallFinal4,rainfallFinal5,rainfallFinal6,rainfallFinal7,rainfallFinal8,rainfallFinal9,rainfallFinal10,rainfallFinal11,rainfallFinal12,rainfallFinal13,rainfallFinal14,rainfallFinal15,rainfallFinal16,rainfallFinal17,rainfallFinal18,rainfallFinal19,rainfallFinal20,rainfallFinal21,rainfallFinal22,rainfallFinal23,rainfallFinal24,rainfallFinal25,rainfallFinal26,rainfallFinal27,rainfallFinal28,rainfallFinal29,rainfallFinal30,rainfallFinal31,rainfallFinal32,rainfallFinal33,rainfallFinal34,rainfallFinal35,rainfallFinal36,rainfallFinal37,rainfallFinal38,rainfallFinal39,rainfallFinal40,rainfallFinal41,rainfallFinal42,rainfallFinal43,rainfallFinal44,rainfallFinal45,rainfallFinal46,rainfallFinal47,rainfallFinal48,rainfallFinal49,rainfallFinal50,rainfallFinal51,rainfallFinal52,rainfallFinal53,rainfallFinal54,rainfallFinal55,rainfallFinal56,rainfallFinal57,rainfallFinal58,rainfallFinal59,rainfallFinal60,rainfallFinal61,rainfallFinal62,rainfallFinal63,rainfallFinal64,rainfallFinal65,rainfallFinal66,rainfallFinal67,rainfallFinal68,rainfallFinal69,rainfallFinal70
5/1/1944,5,,,,2.07,5.73,4.25,0.79,1.54,0.59,1.32,4.35,3.98,10.02,7.86,5.76,8.83,1.69,4.94,0.46,1.21,3.54,0,0.13,5.37,5.19,8.76,8.52,6.43,2.67,3.86,4.72,4.48,1.98,2.49,2.62,4.89,3.11,15.2,9.52,1.04,4.73,2.92,3.02,4.01,4.43,0.1,0.68,9.94,4.02,11.76,8.43,5.3,1.54,3.58,3.66,3.83,0.61,0.5,4.63,6.22,19.85,8.22,7.91,5.85,4.66,1.34,1.2,1.52,0.19,2.5,6.44,2.81,4.24,8.13
6/1/1944,6,,,,7.89,2.07,5.73,4.25,0.79,1.54,0.59,1.32,4.35,3.98,10.02,7.86,5.76,8.83,1.69,4.94,0.46,1.21,3.54,0,0.13,5.37,5.19,8.76,8.52,6.43,2.67,3.86,4.72,4.48,1.98,2.49,2.62,4.89,3.11,15.2,9.52,1.04,4.73,2.92,3.02,4.01,4.43,0.1,0.68,9.94,4.02,11.76,8.43,5.3,1.54,3.58,3.66,3.83,0.61,0.5,4.63,6.22,19.85,8.22,7.91,5.85,4.66,1.34,1.2,1.52,0.19,2.5,6.44,2.81,4.24
7/1/1944,7,,,,11.17,7.89,2.07,5.73,4.25,0.79,1.54,0.59,1.32,4.35,3.98,10.02,7.86,5.76,8.83,1.69,4.94,0.46,1.21,3.54,0,0.13,5.37,5.19,8.76,8.52,6.43,2.67,3.86,4.72,4.48,1.98,2.49,2.62,4.89,3.11,15.2,9.52,1.04,4.73,2.92,3.02,4.01,4.43,0.1,0.68,9.94,4.02,11.76,8.43,5.3,1.54,3.58,3.66,3.83,0.61,0.5,4.63,6.22,19.85,8.22,7.91,5.85,4.66,1.34,1.2,1.52,0.19,2.5,6.44,2.81
8/1/1944,8,,,,6.42,11.17,7.89,2.07,5.73,4.25,0.79,1.54,0.59,1.32,4.35,3.98,10.02,7.86,5.76,8.83,1.69,4.94,0.46,1.21,3.54,0,0.13,5.37,5.19,8.76,8.52,6.43,2.67,3.86,4.72,4.48,1.98,2.49,2.62,4.89,3.11,15.2,9.52,1.04,4.73,2.92,3.02,4.01,4.43,0.1,0.68,9.94,4.02,11.76,8.43,5.3,1.54,3.58,3.66,3.83,0.61,0.5,4.63,6.22,19.85,8.22,7.91,5.85,4.66,1.34,1.2,1.52,0.19,2.5,6.44
9/1/1944,9,,,,3.39,6.42,11.17,7.89,2.07,5.73,4.25,0.79,1.54,0.59,1.32,4.35,3.98,10.02,7.86,5.76,8.83,1.69,4.94,0.46,1.21,3.54,0,0.13,5.37,5.19,8.76,8.52,6.43,2.67,3.86,4.72,4.48,1.98,2.49,2.62,4.89,3.11,15.2,9.52,1.04,4.73,2.92,3.02,4.01,4.43,0.1,0.68,9.94,4.02,11.76,8.43,5.3,1.54,3.58,3.66,3.83,0.61,0.5,4.63,6.22,19.85,8.22,7.91,5.85,4.66,1.34,1.2,1.52,0.19,2.5
10/1/1944,10,,,,4.45,3.39,6.42,11.17,7.89,2.07,5.73,4.25,0.79,1.54,0.59,1.32,4.35,3.98,10.02,7.86,5.76,8.83,1.69,4.94,0.46,1.21,3.54,0,0.13,5.37,5.19,8.76,8.52,6.43,2.67,3.86,4.72,4.48,1.98,2.49,2.62,4.89,3.11,15.2,9.52,1.04,4.73,2.92,3.02,4.01,4.43,0.1,0.68,9.94,4.02,11.76,8.43,5.3,1.54,3.58,3.66,3.83,0.61,0.5,4.63,6.22,19.85,8.22,7.91,5.85,4.66,1.34,1.2,1.52,0.19
11/1/1944,11,,,,0.26,4.45,3.39,6.42,11.17,7.89,2.07,5.73,4.25,0.79,1.54,0.59,1.32,4.35,3.98,10.02,7.86,5.76,8.83,1.69,4.94,0.46,1.21,3.54,0,0.13,5.37,5.19,8.76,8.52,6.43,2.67,3.86,4.72,4.48,1.98,2.49,2.62,4.89,3.11,15.2,9.52,1.04,4.73,2.92,3.02,4.01,4.43,0.1,0.68,9.94,4.02,11.76,8.43,5.3,1.54,3.58,3.66,3.83,0.61,0.5,4.63,6.22,19.85,8.22,7.91,5.85,4.66,1.34,1.2,1.52
12/1/1944,12,,,,0.51,0.26,4.45,3.39,6.42,11.17,7.89,2.07,5.73,4.25,0.79,1.54,0.59,1.32,4.35,3.98,10.02,7.86,5.76,8.83,1.69,4.94,0.46,1.21,3.54,0,0.13,5.37,5.19,8.76,8.52,6.43,2.67,3.86,4.72,4.48,1.98,2.49,2.62,4.89,3.11,15.2,9.52,1.04,4.73,2.92,3.02,4.01,4.43,0.1,0.68,9.94,4.02,11.76,8.43,5.3,1.54,3.58,3.66,3.83,0.61,0.5,4.63,6.22,19.85,8.22,7.91,5.85,4.66,1.34,1.2
1/1/1945,1,,,,1.95,0.51,0.26,4.45,3.39,6.42,11.17,7.89,2.07,5.73,4.25,0.79,1.54,0.59,1.32,4.35,3.98,10.02,7.86,5.76,8.83,1.69,4.94,0.46,1.21,3.54,0,0.13,5.37,5.19,8.76,8.52,6.43,2.67,3.86,4.72,4.48,1.98,2.49,2.62,4.89,3.11,15.2,9.52,1.04,4.73,2.92,3.02,4.01,4.43,0.1,0.68,9.94,4.02,11.76,8.43,5.3,1.54,3.58,3.66,3.83,0.61,0.5,4.63,6.22,19.85,8.22,7.91,5.85,4.66,1.34
2/1/1945,2,,,,0.03,1.95,0.51,0.26,4.45,3.39,6.42,11.17,7.89,2.07,5.73,4.25,0.79,1.54,0.59,1.32,4.35,3.98,10.02,7.86,5.76,8.83,1.69,4.94,0.46,1.21,3.54,0,0.13,5.37,5.19,8.76,8.52,6.43,2.67,3.86,4.72,4.48,1.98,2.49,2.62,4.89,3.11,15.2,9.52,1.04,4.73,2.92,3.02,4.01,4.43,0.1,0.68,9.94,4.02,11.76,8.43,5.3,1.54,3.58,3.66,3.83,0.61,0.5,4.63,6.22,19.85,8.22,7.91,5.85,4.66
3/1/1945,3,,,,0.4,0.03,1.95,0.51,0.26,4.45,3.39,6.42,11.17,7.89,2.07,5.73,4.25,0.79,1.54,0.59,1.32,4.35,3.98,10.02,7.86,5.76,8.83,1.69,4.94,0.46,1.21,3.54,0,0.13,5.37,5.19,8.76,8.52,6.43,2.67,3.86,4.72,4.48,1.98,2.49,2.62,4.89,3.11,15.2,9.52,1.04,4.73,2.92,3.02,4.01,4.43,0.1,0.68,9.94,4.02,11.76,8.43,5.3,1.54,3.58,3.66,3.83,0.61,0.5,4.63,6.22,19.85,8.22,7.91,5.85
4/1/1945,4,,,,1.61,0.4,0.03,1.95,0.51,0.26,4.45,3.39,6.42,11.17,7.89,2.07,5.73,4.25,0.79,1.54,0.59,1.32,4.35,3.98,10.02,7.86,5.76,8.83,1.69,4.94,0.46,1.21,3.54,0,0.13,5.37,5.19,8.76,8.52,6.43,2.67,3.86,4.72,4.48,1.98,2.49,2.62,4.89,3.11,15.2,9.52,1.04,4.73,2.92,3.02,4.01,4.43,0.1,0.68,9.94,4.02,11.76,8.43,5.3,1.54,3.58,3.66,3.83,0.61,0.5,4.63,6.22,19.85,8.22,7.91
5/1/1945,5,,,,2.45,1.61,0.4,0.03,1.95,0.51,0.26,4.45,3.39,6.42,11.17,7.89,2.07,5.73,4.25,0.79,1.54,0.59,1.32,4.35,3.98,10.02,7.86,5.76,8.83,1.69,4.94,0.46,1.21,3.54,0,0.13,5.37,5.19,8.76,8.52,6.43,2.67,3.86,4.72,4.48,1.98,2.49,2.62,4.89,3.11,15.2,9.52,1.04,4.73,2.92,3.02,4.01,4.43,0.1,0.68,9.94,4.02,11.76,8.43,5.3,1.54,3.58,3.66,3.83,0.61,0.5,4.63,6.22,19.85,8.22
6/1/1945,6,,,,14.09,2.45,1.61,0.4,0.03,1.95,0.51,0.26,4.45,3.39,6.42,11.17,7.89,2.07,5.73,4.25,0.79,1.54,0.59,1.32,4.35,3.98,10.02,7.86,5.76,8.83,1.69,4.94,0.46,1.21,3.54,0,0.13,5.37,5.19,8.76,8.52,6.43,2.67,3.86,4.72,4.48,1.98,2.49,2.62,4.89,3.11,15.2,9.52,1.04,4.73,2.92,3.02,4.01,4.43,0.1,0.68,9.94,4.02,11.76,8.43,5.3,1.54,3.58,3.66,3.83,0.61,0.5,4.63,6.22,19.85
7/1/1945,7,,,,14.48,14.09,2.45,1.61,0.4,0.03,1.95,0.51,0.26,4.45,3.39,6.42,11.17,7.89,2.07,5.73,4.25,0.79,1.54,0.59,1.32,4.35,3.98,10.02,7.86,5.76,8.83,1.69,4.94,0.46,1.21,3.54,0,0.13,5.37,5.19,8.76,8.52,6.43,2.67,3.86,4.72,4.48,1.98,2.49,2.62,4.89,3.11,15.2,9.52,1.04,4.73,2.92,3.02,4.01,4.43,0.1,0.68,9.94,4.02,11.76,8.43,5.3,1.54,3.58,3.66,3.83,0.61,0.5,4.63,6.22
8/1/1945,8,,,,2.79,14.48,14.09,2.45,1.61,0.4,0.03,1.95,0.51,0.26,4.45,3.39,6.42,11.17,7.89,2.07,5.73,4.25,0.79,1.54,0.59,1.32,4.35,3.98,10.02,7.86,5.76,8.83,1.69,4.94,0.46,1.21,3.54,0,0.13,5.37,5.19,8.76,8.52,6.43,2.67,3.86,4.72,4.48,1.98,2.49,2.62,4.89,3.11,15.2,9.52,1.04,4.73,2.92,3.02,4.01,4.43,0.1,0.68,9.94,4.02,11.76,8.43,5.3,1.54,3.58,3.66,3.83,0.61,0.5,4.63
9/1/1945,9,,,,8.43,2.79,14.48,14.09,2.45,1.61,0.4,0.03,1.95,0.51,0.26,4.45,3.39,6.42,11.17,7.89,2.07,5.73,4.25,0.79,1.54,0.59,1.32,4.35,3.98,10.02,7.86,5.76,8.83,1.69,4.94,0.46,1.21,3.54,0,0.13,5.37,5.19,8.76,8.52,6.43,2.67,3.86,4.72,4.48,1.98,2.49,2.62,4.89,3.11,15.2,9.52,1.04,4.73,2.92,3.02,4.01,4.43,0.1,0.68,9.94,4.02,11.76,8.43,5.3,1.54,3.58,3.66,3.83,0.61,0.5
10/1/1945,10,,,,5.94,8.43,2.79,14.48,14.09,2.45,1.61,0.4,0.03,1.95,0.51,0.26,4.45,3.39,6.42,11.17,7.89,2.07,5.73,4.25,0.79,1.54,0.59,1.32,4.35,3.98,10.02,7.86,5.76,8.83,1.69,4.94,0.46,1.21,3.54,0,0.13,5.37,5.19,8.76,8.52,6.43,2.67,3.86,4.72,4.48,1.98,2.49,2.62,4.89,3.11,15.2,9.52,1.04,4.73,2.92,3.02,4.01,4.43,0.1,0.68,9.94,4.02,11.76,8.43,5.3,1.54,3.58,3.66,3.83,0.61
11/1/1945,11,,,,0.49,5.94,8.43,2.79,14.48,14.09,2.45,1.61,0.4,0.03,1.95,0.51,0.26,4.45,3.39,6.42,11.17,7.89,2.07,5.73,4.25,0.79,1.54,0.59,1.32,4.35,3.98,10.02,7.86,5.76,8.83,1.69,4.94,0.46,1.21,3.54,0,0.13,5.37,5.19,8.76,8.52,6.43,2.67,3.86,4.72,4.48,1.98,2.49,2.62,4.89,3.11,15.2,9.52,1.04,4.73,2.92,3.02,4.01,4.43,0.1,0.68,9.94,4.02,11.76,8.43,5.3,1.54,3.58,3.66,3.83
12/1/1945,12,,,,2,0.49,5.94,8.43,2.79,14.48,14.09,2.45,1.61,0.4,0.03,1.95,0.51,0.26,4.45,3.39,6.42,11.17,7.89,2.07,5.73,4.25,0.79,1.54,0.59,1.32,4.35,3.98,10.02,7.86,5.76,8.83,1.69,4.94,0.46,1.21,3.54,0,0.13,5.37,5.19,8.76,8.52,6.43,2.67,3.86,4.72,4.48,1.98,2.49,2.62,4.89,3.11,15.2,9.52,1.04,4.73,2.92,3.02,4.01,4.43,0.1,0.68,9.94,4.02,11.76,8.43,5.3,1.54,3.58,3.66
1/1/1946,1,5,121.47,,1.14,2,0.49,5.94,8.43,2.79,14.48,14.09,2.45,1.61,0.4,0.03,1.95,0.51,0.26,4.45,3.39,6.42,11.17,7.89,2.07,5.73,4.25,0.79,1.54,0.59,1.32,4.35,3.98,10.02,7.86,5.76,8.83,1.69,4.94,0.46,1.21,3.54,0,0.13,5.37,5.19,8.76,8.52,6.43,2.67,3.86,4.72,4.48,1.98,2.49,2.62,4.89,3.11,15.2,9.52,1.04,4.73,2.92,3.02,4.01,4.43,0.1,0.68,9.94,4.02,11.76,8.43,5.3,1.54,3.58
2/1/1946,2,5,121.286,-0.184,2.11,1.14,2,0.49,5.94,8.43,2.79,14.48,14.09,2.45,1.61,0.4,0.03,1.95,0.51,0.26,4.45,3.39,6.42,11.17,7.89,2.07,5.73,4.25,0.79,1.54,0.59,1.32,4.35,3.98,10.02,7.86,5.76,8.83,1.69,4.94,0.46,1.21,3.54,0,0.13,5.37,5.19,8.76,8.52,6.43,2.67,3.86,4.72,4.48,1.98,2.49,2.62,4.89,3.11,15.2,9.52,1.04,4.73,2.92,3.02,4.01,4.43,0.1,0.68,9.94,4.02,11.76,8.43,5.3,1.54
3/1/1946,3,5,121.17,-0.116,1.08,2.11,1.14,2,0.49,5.94,8.43,2.79,14.48,14.09,2.45,1.61,0.4,0.03,1.95,0.51,0.26,4.45,3.39,6.42,11.17,7.89,2.07,5.73,4.25,0.79,1.54,0.59,1.32,4.35,3.98,10.02,7.86,5.76,8.83,1.69,4.94,0.46,1.21,3.54,0,0.13,5.37,5.19,8.76,8.52,6.43,2.67,3.86,4.72,4.48,1.98,2.49,2.62,4.89,3.11,15.2,9.52,1.04,4.73,2.92,3.02,4.01,4.43,0.1,0.68,9.94,4.02,11.76,8.43,5.3
4/1/1946,4,5,120.57,-0.6,0.2,1.08,2.11,1.14,2,0.49,5.94,8.43,2.79,14.48,14.09,2.45,1.61,0.4,0.03,1.95,0.51,0.26,4.45,3.39,6.42,11.17,7.89,2.07,5.73,4.25,0.79,1.54,0.59,1.32,4.35,3.98,10.02,7.86,5.76,8.83,1.69,4.94,0.46,1.21,3.54,0,0.13,5.37,5.19,8.76,8.52,6.43,2.67,3.86,4.72,4.48,1.98,2.49,2.62,4.89,3.11,15.2,9.52,1.04,4.73,2.92,3.02,4.01,4.43,0.1,0.68,9.94,4.02,11.76,8.43
5/1/1946,5,5,120.35,-0.22,6.03,0.2,1.08,2.11,1.14,2,0.49,5.94,8.43,2.79,14.48,14.09,2.45,1.61,0.4,0.03,1.95,0.51,0.26,4.45,3.39,6.42,11.17,7.89,2.07,5.73,4.25,0.79,1.54,0.59,1.32,4.35,3.98,10.02,7.86,5.76,8.83,1.69,4.94,0.46,1.21,3.54,0,0.13,5.37,5.19,8.76,8.52,6.43,2.67,3.86,4.72,4.48,1.98,2.49,2.62,4.89,3.11,15.2,9.52,1.04,4.73,2.92,3.02,4.01,4.43,0.1,0.68,9.94,4.02,11.76
6/1/1946,6,5,120.206,-0.144,8.02,6.03,0.2,1.08,2.11,1.14,2,0.49,5.94,8.43,2.79,14.48,14.09,2.45,1.61,0.4,0.03,1.95,0.51,0.26,4.45,3.39,6.42,11.17,7.89,2.07,5.73,4.25,0.79,1.54,0.59,1.32,4.35,3.98,10.02,7.86,5.76,8.83,1.69,4.94,0.46,1.21,3.54,0,0.13,5.37,5.19,8.76,8.52,6.43,2.67,3.86,4.72,4.48,1.98,2.49,2.62,4.89,3.11,15.2,9.52,1.04,4.73,2.92,3.02,4.01,4.43,0.1,0.68,9.94,4.02
7/1/1946,7,5,120.306,0.1,9.88,8.02,6.03,0.2,1.08,2.11,1.14,2,0.49,5.94,8.43,2.79,14.48,14.09,2.45,1.61,0.4,0.03,1.95,0.51,0.26,4.45,3.39,6.42,11.17,7.89,2.07,5.73,4.25,0.79,1.54,0.59,1.32,4.35,3.98,10.02,7.86,5.76,8.83,1.69,4.94,0.46,1.21,3.54,0,0.13,5.37,5.19,8.76,8.52,6.43,2.67,3.86,4.72,4.48,1.98,2.49,2.62,4.89,3.11,15.2,9.52,1.04,4.73,2.92,3.02,4.01,4.43,0.1,0.68,9.94
8/1/1946,8,5,120.602,0.296,6.04,9.88,8.02,6.03,0.2,1.08,2.11,1.14,2,0.49,5.94,8.43,2.79,14.48,14.09,2.45,1.61,0.4,0.03,1.95,0.51,0.26,4.45,3.39,6.42,11.17,7.89,2.07,5.73,4.25,0.79,1.54,0.59,1.32,4.35,3.98,10.02,7.86,5.76,8.83,1.69,4.94,0.46,1.21,3.54,0,0.13,5.37,5.19,8.76,8.52,6.43,2.67,3.86,4.72,4.48,1.98,2.49,2.62,4.89,3.11,15.2,9.52,1.04,4.73,2.92,3.02,4.01,4.43,0.1,0.68
9/1/1946,9,5,120.606,0.004,8.09,6.04,9.88,8.02,6.03,0.2,1.08,2.11,1.14,2,0.49,5.94,8.43,2.79,14.48,14.09,2.45,1.61,0.4,0.03,1.95,0.51,0.26,4.45,3.39,6.42,11.17,7.89,2.07,5.73,4.25,0.79,1.54,0.59,1.32,4.35,3.98,10.02,7.86,5.76,8.83,1.69,4.94,0.46,1.21,3.54,0,0.13,5.37,5.19,8.76,8.52,6.43,2.67,3.86,4.72,4.48,1.98,2.49,2.62,4.89,3.11,15.2,9.52,1.04,4.73,2.92,3.02,4.01,4.43,0.1
10/1/1946,10,5,120.476,-0.13,4.74,8.09,6.04,9.88,8.02,6.03,0.2,1.08,2.11,1.14,2,0.49,5.94,8.43,2.79,14.48,14.09,2.45,1.61,0.4,0.03,1.95,0.51,0.26,4.45,3.39,6.42,11.17,7.89,2.07,5.73,4.25,0.79,1.54,0.59,1.32,4.35,3.98,10.02,7.86,5.76,8.83,1.69,4.94,0.46,1.21,3.54,0,0.13,5.37,5.19,8.76,8.52,6.43,2.67,3.86,4.72,4.48,1.98,2.49,2.62,4.89,3.11,15.2,9.52,1.04,4.73,2.92,3.02,4.01,4.43
11/1/1946,11,5,120.22,-0.256,2.06,4.74,8.09,6.04,9.88,8.02,6.03,0.2,1.08,2.11,1.14,2,0.49,5.94,8.43,2.79,14.48,14.09,2.45,1.61,0.4,0.03,1.95,0.51,0.26,4.45,3.39,6.42,11.17,7.89,2.07,5.73,4.25,0.79,1.54,0.59,1.32,4.35,3.98,10.02,7.86,5.76,8.83,1.69,4.94,0.46,1.21,3.54,0,0.13,5.37,5.19,8.76,8.52,6.43,2.67,3.86,4.72,4.48,1.98,2.49,2.62,4.89,3.11,15.2,9.52,1.04,4.73,2.92,3.02,4.01
12/1/1946,12,5,119.862,-0.358,1.31,2.06,4.74,8.09,6.04,9.88,8.02,6.03,0.2,1.08,2.11,1.14,2,0.49,5.94,8.43,2.79,14.48,14.09,2.45,1.61,0.4,0.03,1.95,0.51,0.26,4.45,3.39,6.42,11.17,7.89,2.07,5.73,4.25,0.79,1.54,0.59,1.32,4.35,3.98,10.02,7.86,5.76,8.83,1.69,4.94,0.46,1.21,3.54,0,0.13,5.37,5.19,8.76,8.52,6.43,2.67,3.86,4.72,4.48,1.98,2.49,2.62,4.89,3.11,15.2,9.52,1.04,4.73,2.92,3.02
1/1/1947,1,5,119.588,-0.274,1.92,1.31,2.06,4.74,8.09,6.04,9.88,8.02,6.03,0.2,1.08,2.11,1.14,2,0.49,5.94,8.43,2.79,14.48,14.09,2.45,1.61,0.4,0.03,1.95,0.51,0.26,4.45,3.39,6.42,11.17,7.89,2.07,5.73,4.25,0.79,1.54,0.59,1.32,4.35,3.98,10.02,7.86,5.76,8.83,1.69,4.94,0.46,1.21,3.54,0,0.13,5.37,5.19,8.76,8.52,6.43,2.67,3.86,4.72,4.48,1.98,2.49,2.62,4.89,3.11,15.2,9.52,1.04,4.73,2.92
2/1/1947,2,4,119.545,-0.043,3.82,1.92,1.31,2.06,4.74,8.09,6.04,9.88,8.02,6.03,0.2,1.08,2.11,1.14,2,0.49,5.94,8.43,2.79,14.48,14.09,2.45,1.61,0.4,0.03,1.95,0.51,0.26,4.45,3.39,6.42,11.17,7.89,2.07,5.73,4.25,0.79,1.54,0.59,1.32,4.35,3.98,10.02,7.86,5.76,8.83,1.69,4.94,0.46,1.21,3.54,0,0.13,5.37,5.19,8.76,8.52,6.43,2.67,3.86,4.72,4.48,1.98,2.49,2.62,4.89,3.11,15.2,9.52,1.04,4.73
3/1/1947,3,6,119.92,0.375,6.18,3.82,1.92,1.31,2.06,4.74,8.09,6.04,9.88,8.02,6.03,0.2,1.08,2.11,1.14,2,0.49,5.94,8.43,2.79,14.48,14.09,2.45,1.61,0.4,0.03,1.95,0.51,0.26,4.45,3.39,6.42,11.17,7.89,2.07,5.73,4.25,0.79,1.54,0.59,1.32,4.35,3.98,10.02,7.86,5.76,8.83,1.69,4.94,0.46,1.21,3.54,0,0.13,5.37,5.19,8.76,8.52,6.43,2.67,3.86,4.72,4.48,1.98,2.49,2.62,4.89,3.11,15.2,9.52,1.04
4/1/1947,4,5,120.206,0.286,4.65,6.18,3.82,1.92,1.31,2.06,4.74,8.09,6.04,9.88,8.02,6.03,0.2,1.08,2.11,1.14,2,0.49,5.94,8.43,2.79,14.48,14.09,2.45,1.61,0.4,0.03,1.95,0.51,0.26,4.45,3.39,6.42,11.17,7.89,2.07,5.73,4.25,0.79,1.54,0.59,1.32,4.35,3.98,10.02,7.86,5.76,8.83,1.69,4.94,0.46,1.21,3.54,0,0.13,5.37,5.19,8.76,8.52,6.43,2.67,3.86,4.72,4.48,1.98,2.49,2.62,4.89,3.11,15.2,9.52
5/1/1947,5,5,120.002,-0.204,3.57,4.65,6.18,3.82,1.92,1.31,2.06,4.74,8.09,6.04,9.88,8.02,6.03,0.2,1.08,2.11,1.14,2,0.49,5.94,8.43,2.79,14.48,14.09,2.45,1.61,0.4,0.03,1.95,0.51,0.26,4.45,3.39,6.42,11.17,7.89,2.07,5.73,4.25,0.79,1.54,0.59,1.32,4.35,3.98,10.02,7.86,5.76,8.83,1.69,4.94,0.46,1.21,3.54,0,0.13,5.37,5.19,8.76,8.52,6.43,2.67,3.86,4.72,4.48,1.98,2.49,2.62,4.89,3.11,15.2
6/1/1947,6,5,120.802,0.8,12.77,3.57,4.65,6.18,3.82,1.92,1.31,2.06,4.74,8.09,6.04,9.88,8.02,6.03,0.2,1.08,2.11,1.14,2,0.49,5.94,8.43,2.79,14.48,14.09,2.45,1.61,0.4,0.03,1.95,0.51,0.26,4.45,3.39,6.42,11.17,7.89,2.07,5.73,4.25,0.79,1.54,0.59,1.32,4.35,3.98,10.02,7.86,5.76,8.83,1.69,4.94,0.46,1.21,3.54,0,0.13,5.37,5.19,8.76,8.52,6.43,2.67,3.86,4.72,4.48,1.98,2.49,2.62,4.89,3.11
7/1/1947,7,5,121.536,0.734,10.5,12.77,3.57,4.65,6.18,3.82,1.92,1.31,2.06,4.74,8.09,6.04,9.88,8.02,6.03,0.2,1.08,2.11,1.14,2,0.49,5.94,8.43,2.79,14.48,14.09,2.45,1.61,0.4,0.03,1.95,0.51,0.26,4.45,3.39,6.42,11.17,7.89,2.07,5.73,4.25,0.79,1.54,0.59,1.32,4.35,3.98,10.02,7.86,5.76,8.83,1.69,4.94,0.46,1.21,3.54,0,0.13,5.37,5.19,8.76,8.52,6.43,2.67,3.86,4.72,4.48,1.98,2.49,2.62,4.89
8/1/1947,8,5,121.898,0.362,9.3,10.5,12.77,3.57,4.65,6.18,3.82,1.92,1.31,2.06,4.74,8.09,6.04,9.88,8.02,6.03,0.2,1.08,2.11,1.14,2,0.49,5.94,8.43,2.79,14.48,14.09,2.45,1.61,0.4,0.03,1.95,0.51,0.26,4.45,3.39,6.42,11.17,7.89,2.07,5.73,4.25,0.79,1.54,0.59,1.32,4.35,3.98,10.02,7.86,5.76,8.83,1.69,4.94,0.46,1.21,3.54,0,0.13,5.37,5.19,8.76,8.52,6.43,2.67,3.86,4.72,4.48,1.98,2.49,2.62
9/1/1947,9,5,122.912,1.014,14.31,9.3,10.5,12.77,3.57,4.65,6.18,3.82,1.92,1.31,2.06,4.74,8.09,6.04,9.88,8.02,6.03,0.2,1.08,2.11,1.14,2,0.49,5.94,8.43,2.79,14.48,14.09,2.45,1.61,0.4,0.03,1.95,0.51,0.26,4.45,3.39,6.42,11.17,7.89,2.07,5.73,4.25,0.79,1.54,0.59,1.32,4.35,3.98,10.02,7.86,5.76,8.83,1.69,4.94,0.46,1.21,3.54,0,0.13,5.37,5.19,8.76,8.52,6.43,2.67,3.86,4.72,4.48,1.98,2.49
10/1/1947,10,5,123.284,0.372,2.97,14.31,9.3,10.5,12.77,3.57,4.65,6.18,3.82,1.92,1.31,2.06,4.74,8.09,6.04,9.88,8.02,6.03,0.2,1.08,2.11,1.14,2,0.49,5.94,8.43,2.79,14.48,14.09,2.45,1.61,0.4,0.03,1.95,0.51,0.26,4.45,3.39,6.42,11.17,7.89,2.07,5.73,4.25,0.79,1.54,0.59,1.32,4.35,3.98,10.02,7.86,5.76,8.83,1.69,4.94,0.46,1.21,3.54,0,0.13,5.37,5.19,8.76,8.52,6.43,2.67,3.86,4.72,4.48,1.98
11/1/1947,11,4,122.985,-0.299,2.65,2.97,14.31,9.3,10.5,12.77,3.57,4.65,6.18,3.82,1.92,1.31,2.06,4.74,8.09,6.04,9.88,8.02,6.03,0.2,1.08,2.11,1.14,2,0.49,5.94,8.43,2.79,14.48,14.09,2.45,1.61,0.4,0.03,1.95,0.51,0.26,4.45,3.39,6.42,11.17,7.89,2.07,5.73,4.25,0.79,1.54,0.59,1.32,4.35,3.98,10.02,7.86,5.76,8.83,1.69,4.94,0.46,1.21,3.54,0,0.13,5.37,5.19,8.76,8.52,6.43,2.67,3.86,4.72,4.48
12/1/1947,12,6,122.605,-0.38,1.65,2.65,2.97,14.31,9.3,10.5,12.77,3.57,4.65,6.18,3.82,1.92,1.31,2.06,4.74,8.09,6.04,9.88,8.02,6.03,0.2,1.08,2.11,1.14,2,0.49,5.94,8.43,2.79,14.48,14.09,2.45,1.61,0.4,0.03,1.95,0.51,0.26,4.45,3.39,6.42,11.17,7.89,2.07,5.73,4.25,0.79,1.54,0.59,1.32,4.35,3.98,10.02,7.86,5.76,8.83,1.69,4.94,0.46,1.21,3.54,0,0.13,5.37,5.19,8.76,8.52,6.43,2.67,3.86,4.72
